Unit,Module,Sentences
_u5_inference,_m2_inference_for_relationships," Let's summarize The idea behind the paired t-test is to reduce the data from two samples to just one sample of the differences, and use these observed differences as data for inference about a single mean — the mean of the differences, ."
_u5_inference,_m2_inference_for_relationships,"μ d , where the null value is 0. μ d A 95% confidence interval for can be very insightful after a test has rejected the null hypothesis, and can also be used for testing in the two-sided case."
_u5_inference,_m2_inference_for_relationships," The idea behind the paired t-test is to reduce the data from two samples to just one sample of the differences, and use these observed differences as data for inference about a single mean — the mean of the differences, ."
_u5_inference,_m2_inference_for_relationships,"μ d , where the null value is 0. μ d A 95% confidence interval for can be very insightful after a test has rejected the null hypothesis, and can also be used for testing in the two-sided case."
_u5_inference,_m2_inference_for_relationships,Score (Y) Gender (X)
_u5_inference,_m2_inference_for_relationships,15 Male
_u5_inference,_m2_inference_for_relationships,13 Female
_u5_inference,_m2_inference_for_relationships,10 Female
_u5_inference,_m2_inference_for_relationships,12 Male
_u5_inference,_m2_inference_for_relationships,14 Female
_u5_inference,_m2_inference_for_relationships,14 Male
_u5_inference,_m2_inference_for_relationships,6 Male
_u5_inference,_m2_inference_for_relationships,17 Male
_u5_inference,_m2_inference_for_relationships,etc.
_u5_inference,_m2_inference_for_relationships," Comparing Two Means—Two Independent Samples (The Two-Sample t-Test) Overview As we mentioned in the summary of the introduction to Case C→Q, the first case that we will deal with is comparing two means when the two samples are independent: Recall that here we are interested in the effect of a two-valued (k = 2) categorical variable (X) on a quantitative response (Y)."
_u5_inference,_m2_inference_for_relationships,"Samples are drawn independently from the two sub-populations (defined by the two categories of X), and we need to evaluate whether or not the data provide enough evidence for us to believe that the two sub-population means are different."
_u5_inference,_m2_inference_for_relationships,"In other words, our goal is to test whether the means μ 1 and μ2 (which are the means of the variable of interest in the two sub-populations) are equal or not, and in order to do that we have two samples, one from each sub-population, which were chosen independently of each other."
_u5_inference,_m2_inference_for_relationships,"As the title of this part suggests, the test that we will learn here is commonly known as the two-sample t-test."
_u5_inference,_m2_inference_for_relationships,"As the name suggests, this is a t-test, which as we know means that the p-values for this test are calculated under some t distribution."
_u5_inference,_m2_inference_for_relationships,Here is how this part is organized.
_u5_inference,_m2_inference_for_relationships,"We first introduce our leading example, and then go in detail through the four steps of the two-sample t-test, illustrating each step using our example."
_u5_inference,_m2_inference_for_relationships,"Up until now, we have been dividing our population into sub-populations, then sampling from these sub-populations.From now on, instead of calling them sub-populations, we will usually call the groups we wish to compare population 1, population 2, and so on."
